id,name,shortName,abbreviation,teamType,location,website,parentLeague,establishedDate,disbandedDate,genus,domain
"17928","Club Roller Derby 38","Marmots","CRD38","Travel Team","Grenoble, France","http://www.rollerderbygrenoble.com/","","2011-03-01","","Womens","Europe"
"24846","Clutch City Roller Derby","Clutch City","CCRD","Travel Team","Houston, TX","https://www.myspace.com/544803597","","","2012-01-01","Womens","USA"
"15854","Co Conspirators","","","B Team","","","3424","2009-01-01","","Womens","USA"
"36769","Coachella Valley Derby Girls","Coachella Valley","CVDG","Travel Team","Palm Desert, CA","https://www.facebook.com/CVDesertDerbyGirls/info","","2012-06-01","","Womens","USA"
"9873","Coal Bank Crushers","","","Home Team","","","9819","","2013-01-01","Womens","Canada"
"8880","Coal City Rollers","Coal City","CCR","Travel Team","Wilkes-Barre, PA","http://www.myspace.com/coalcityrollers","","2006-01-01","2009-09-10","Womens","USA"
"55287","Coal Miner's Slaughter","","","Home Team","","","55402","2013-11-01","","Womens","USA"
"31237","Coast Highway Catrinas","","","Home Team","","","11367","","2014-09-26","Womens","USA"
"23426","Coastal Assassins Roller Derby","Coastal Assassins","CARD","Travel Team","Sunshine Coast, QLD, Australia","http://www.coastalassassins.com.au/","","2010-04-01","","Womens","Australia"
"28040","Coastal Derby Empire","Coastal Derby","CDE","Travel Team","Savannah, GA","http://coastalderbyempire.com/","","2012-01-01","2013-09-19","Womens","USA"
"45348","Coastbusters","","","Home Team","","","14194","2014-01-01","2015-03-01","Womens","USA"
"56221","CobraQuads","CobraQuads","CQRD","Travel Team","Mar del Plata, Argentina","http://cobracuads.com/","","2013-09-07","","Mens",""
"17657","Cocked Tails","","","Exhibition Team","","","","2012-04-21","","Mens","Europe"
"23879","Cockpit Candies","","","Home Team","","","4744","","2009-12-31","Womens","USA"
"7385","Code Blue Assassins","","","B Team","","","3455","","","Womens","USA"
"25355","Coffin County Slaughter Kittens","Coffin County","CCSK","Travel Team","Kelso, WA","https://www.facebook.com/SlaughterKittens/info","","","2013-01-01","Womens","USA"
"63694","Coffs Coast Derby (Mens)","Coffs Mens","CCD","Travel Team","Coffs Harbour, Australia","","","","","Mens","Australia"
"24541","Coffs Coast Derby Dolls","Coffs Coast","CCDD","Travel Team","Coffs Harbour, NSW, Australia","http://www.coffscoastderbydolls.com/","","2010-06-30","","Womens","Australia"
"23771","Cog Blockers","","","Home Team","","","3464","","","Womens","USA"
"39962","Cold'n Heart Junior Derby","Cold'n Heart","CHJD","Travel Team","Fairbanks, AK","http://www.coldnheartjrderby.org/","","2012-08-26","","Junior","USA"
"10422","Collision Men's Derby","Collision","CMD","Travel Team","Raleigh, NC","http://www.collisionmensderby.org/","","2011-01-01","","Mens","USA"
"11055","Cologne Roller Derby","Cologne","CRD","Travel Team","Cologne, Germany","http://www.colognerollerderby.com/","","","","Womens","Europe"
"78509","Colombia Men's Roller Derby","","","Exhibition Team","","https://www.facebook.com/teamcolombiamensrollerderby/?fref=ts","","","","Mens",""
"27530","Colorado Academy of Hard Knocks","Colorado Academy","CAHK","Travel Team","Colorado Springs, CO","https://www.facebook.com/COHardKnocksRollerDerby/info","","2012-02-01","2014-03-23","Womens","USA"
"59361","Colorado All Stars","","","Exhibition Team","","","","","","Womens","USA"
"24737","Colorado Roller Derby","Rollin' Bones","CRD","Travel Team","Denver, CO","https://www.facebook.com/groups/284266355005283/members/","","","2013-12-08","Womens","USA"
"48421","Columbia Basin Roller Derby","Columbia Basin","CBRD","Travel Team","Moses Lake, WA","http://columbiabasinrollerderby.com/","","2013-05-01","","Womens","USA"
"74157","Columbia QuadSquad Junior Rollers","Columbia Jr.","CQSJR","Travel Team","Columbia, SC","","","","","Junior","USA"
"7696","Columbia QuadSquad Rollergirls","Columbia","CQS","Travel Team","Columbia, SC","http://www.columbiaquadsquad.com/","","","","Womens","USA"
"21263","Combustin' Betties","","","B Team","","","21262","2011-11-01","","Womens","USA"
"28274","Comettes","","","B Team","","http://sandiegorollerderby.com/category/comettes/","14194","2012-09-16","2014-09-28","Womens","USA"
"21724","Comic Slams","","","Home Team","","","16740","","2014-08-31","Womens","New Zealand"
"7608","CoMo Derby Dames","CoMo","COMO","Travel Team","Columbia, MO","http://www.comoderbydames.org/","","","","Womens","USA"
"55429","Comodoro Roller Derby","Comodoro","CRD","Travel Team","Comodoro Rivadavia, Chubut, Argentina","https://www.facebook.com/comodoro.rd/about","","2013-09-21","","Womens",""
"43845","Compagnie Cruelle","","","B Team","","http://rollerderbybordeaux.fr/","7737","","","Womens","Europe"
"55277","Complot Derby Club (Co-Ed)","Complot Co-Ed","CDCC","Travel Team","Santiago, Región Metropolitana de Santiago, Chile","http://www.complotderbyclub.cl/","","2013-09-06","","Coed",""
"55278","Complot Derby Club (Hombres)","Complot Hombres","CDCH","Travel Team","Santiago, Región Metropolitana de Santiago, Chile","http://www.complotderbyclub.cl/","","2013-09-06","","Mens",""
"55276","Complot Derby Club (Mujeres)","Complot Mujeres","CDCM","Travel Team","Santiago, Región Metropolitana de Santiago, Chile","http://www.complotderbyclub.cl/","","2013-09-06","","Womens",""
"56187","Conejos Muertos Roller Derby Masculino Bogota","Coñejos Muertos","CMRD","Travel Team","Bogotá, Distrito Capital, Colombia","https://www.facebook.com/conejosmuertosrd/about","","2012-12-01","","Mens",""
"22416","Coney Island Freakshow","","","Home Team","","","10393","","2014-07-13","Womens","USA"
"9261","Confederacy of Punches","","","Home Team","","","3397","2007-01-01","2008-12-31","Womens","USA"
"25344","Confluence Crush Roller Derby","Confluence","CCRD","Travel Team","St. Louis, MO","http://confluencecrush.com/","","2011-08-21","","Womens","USA"
"10394","Connecticut Men's Roller Derby","Death Quads","CTMRD","Travel Team","Waterbury, CT","http://www.ctmensrollerderby.com/","","","","Mens","USA"
"3432","Connecticut RollerGirls","Connecticut","CTRG","Travel Team","Waterbury, CT","http://www.ctrollerderby.com/","","","","Womens","USA"
"49171","Conroe Roller Derby","Conroe Cutthroats","CRD","Travel Team","Conroe, TX","http://www.conroerollerderby.com/HOME.html","","2012-01-01","","Womens","USA"
"21689","Continental Dividers","","","B Team","","","6737","","","Womens","USA"
"9876","Contrabanditas","","","Home Team","","","3461","","","Womens","Canada"
"56219","Contragolpe Roller Derby","Contragolpe","CRD","Travel Team","Mendoza, Aregentina","https://www.facebook.com/contragolperollerderby/info","","2014-01-18","","Mens",""
"25113","Convict City Roller Derby","Convict City","CCR","Travel Team","Glenorchy, TAS, Australia","http://www.convictcityrollers.org.au/","","2009-12-01","","Womens","Australia"
"24514","Convicts","","","B Team","","richtercity.co.nz","16740","","","Womens","New Zealand"
"24685","ConVixens","","","Home Team","","","4740","","2010-12-31","Womens","USA"
"9311","Coos County Roller Girls","Coos County","CCRG","Travel Team","Coos County, WA","http://www.facebook.com/pages/Coos-County-Roller-Girls/117521368259986","","2007-01-01","2013-01-01","Womens","USA"
"7768","Copenhagen Roller Derby","Copenhagen","CRD","Travel Team","Copenhagen, Denmark","http://www.copenhagenrollerderby.com/","","","","Womens","Europe"
"18210","Copenhagen Roller Derby All Stars B","","","B Team","","http://www.copenhagenrollerderby.com/","7768","","","Womens","Europe"
"79272","Copenhagen Roller Derby Jr.","Copenhagen Jr.","CRDJr","Travel Team","Copenhagen, Denmark","http://www.copenhagenrollerderby.com/juniors/","","2016-05-01","","Junior","Europe"
"49225","Copper City Queens Roller Derby","Copper City","CCQ","Travel Team","Butte, MT","http://coppercityqueens.com/","","2014-02-01","","Womens","USA"
"9298","Copper Queens","","","Home Team","","http://tucsonrollerderby.com/teams.php?id=6","3398","","2015-11-11","Womens","USA"
"49020","CORD B Squad","","","B Team","","","19129","2014-01-01","","Womens","USA"
"55432","Córdoba Roller Derby","Córdoba","CRD","Travel Team","Córdoba, Córdoba, Argentina","https://www.facebook.com/Cbarollerderby/info","","2011-07-07","","Womens",""
"7769","Cork City Firebirds","Cork City","CCF","Travel Team","Cork, Ireland","http://www.facebook.com/corkcityfirebirds","","","","Womens","Europe"
"13840","Cornfed Derby Dames","Cornfed","CFDD","Travel Team","Muncie, IN","http://cornfeddd.com/","","2010-01-01","","Womens","USA"
"7770","Cornwall Roller Derby","Cornwall","CRD","Travel Team","Newquay, UK","http://www.cornwallrollerderby.com/","","","","Womens","Europe"
"11710","Corporal Punish'ers","","","Home Team","","","11707","","2014-10-19","Womens","Australia"
"64141","Corporal Punishers","","","Home Team","","","13400","","","Womens","USA"
"9725","Cosmic Killas","","","Home Team","","http://www.desertdollsrollerderby.com/teams/cosmic-killas-2/","9723","","2015-04-01","Womens","USA"
"87997","Cosmicclan","","","B Team","","","55413","","","Womens",""
"8898","Cosmonaughties","","","Home Team","","http://blog.bostonderbydames.com/teams/cosmonaughties/","3402","","","Womens","USA"
"25185","Cougar Rollers","","","Home Team","","https://www.facebook.com/CougarRollersRD/","25183","","","Womens",""
"24455","Cougar Sluts","","","Home Team","","http://theroyalsrd.se/cougar-sluts/","18106","","2013-11-03","Womens","Europe"
"35605","Countdown City Chaos","Countdown City","CCC","Travel Team","San Antonio, TX","http://countdowncitychaos.com/","","2012-01-01","2014-07-27","Mens","USA"
"56330","Counterstrike","","","B Team","","","10152","","","Womens","USA"
"21567","Country Clubbers","","","Home Team","","","3458","","2013-01-01","Womens","USA"
"20654","Coventry Roller Derby","Coventry","CRD","Travel Team","Coventry, UK","http://www.facebook.com/CoventryCityDerbyDolls","","","","Womens","Europe"
"66893","Cowabunga","","","B Team","","","58567","","","Junior","Canada"
"14219","Cowboy Capital Rollergirls","Cowboy Capital","CCRG","Travel Team","Stephenville, TX","http://www.cowboycapitalrollergirls.com/","","2011-10-01","","Womens","USA"
"25018","Cowgirls From Hell","","","Home Team","","","25016","","2013-01-01","Womens",""
"83656","CQ Misfits","","","Exhibition Team","","","25115","","","Womens","Australia"
"55802","Cranium Basher Dolls","Cranium Basher Dolls","CBD","Travel Team","Grande Vitória, Espírito Santo, Brazil","http://www.craniumbasherdolls.com/","","2011-04-01","","Womens",""
"17631","Crash Test Brummies","Brummies","CTB","Travel Team","Birmingham, UK","http://www.crashtestbrummies.co.uk/","","2012-02-01","","Mens","Europe"
"17065","Crash Test Bunnies","","","Home Team","","http://ocrollergirls.com/team-pages/crash-test-bunnies/","3441","","2014-01-12","Womens","USA"
"12228","Crash Test Dollies","","","Home Team","","http://www.elpasorollerderby.com/CrashTestDollies.html","8138","","","Womens","USA"
"6699","Crash Test Dolls","","","B Team","","","5914","","2015-12-09","Womens","USA"
"55370","Crash Test Honeys","","","Home Team","","http://www.coastalassassins.com.au/","23426","","2015-08-01","Womens","Australia"
"25306","Crash Test Honeyz","","","Home Team","","","23426","","2013-11-11","Womens","Australia"
"9350","Crazy 8's","","","Home Team","","","3419","","2015-05-14","Womens","USA"
"7772","Crime City B Team","","","B Team","","","7771","","","Womens","Europe"
"48842","Crime City C team","","","B Team","","","7771","","","Womens","Europe"
"7771","Crime City Rollers","Crime City","CCR","Travel Team","Malmo, Sweden","http://www.crimecityrollers.com/","","","","Womens","Europe"
"40983","Crime City Rollers Juniorer","Crime City Junior","CCRJ","Travel Team","Malmo, Sweden","https://www.facebook.com/pages/Crime-City-Rollers-Candy-Snatchers/173967096060384","","","2015-05-06","Junior","Europe"
"30530","Crimson Vipers (Roller Derby Bergamo)","Bergamo","RDB","Travel Team","Bergamo, Lombardy, Italy","http://www.facebook.com/CrimsonVipersRollerDerby","","2013-02-01","","Womens","Europe"
"29519","Crooked Butchers","","","Home Team","","","24096","","","Womens","Australia"
"60583","Crooked River JV","","","B Team","","","58812","2015-02-01","","Junior","USA"
"58812","Crooked River Roller Girls","Crooked River","CRRG","Travel Team","Northeast Ohio","","","2014-10-24","","Junior","USA"
"20989","Crossroads City Derby Girls","Crossroads City","CCD","Travel Team","Las Cruces, NM","http://www.crossroadscityderbydolls.com/","","2010-01-01","","Womens","USA"
"33227","Crow City Roller Girls","Crow City","CCRG","Travel Team","Chatham, ON, Canada","http://www.crowcityrollergirls.com/","","2012-01-01","2015-08-01","Womens","Canada"
"13405","Crown City Rollerz","Crown City","CCR","Travel Team","Cortland, NY","http://www.crowncityrollerz.com/wp/","","2010-04-22","2014-07-18","Womens","USA"
"7773","Croydon Roller Derby","Croydon","CRD","Travel Team","Croydon, UK","http://www.croydonrollerderby.co.uk/","","","","Womens","Europe"
"36858","Croydon Vice Squad","","","B Team","","http://www.croydonrollerderby.co.uk/","7773","","","Womens","Europe"
"11073","Crucibelles","","","B Team","","http://www.sheffieldsteelrollergirls.com/the-crucibelles.html","7952","","","Womens","Europe"
"24361","Crude City Roller Derby","Crude City","CCRD","Travel Team","Corpus Christie, TX","","","","2010-12-31","Womens","USA"
"25563","Cuna de Lobas","","","Home Team","","","13352","","2013-09-29","Womens",""
"8111","Cupquakes","","","Home Team","","http://www.mcleancountymissfits.org/cupquakes.html","8109","","2012-01-01","Womens","USA"
"75249","Cupquakes","","","Home Team","","","8729","2016-02-01","","Womens","Canada"
"40540","Curfew Skate Crew","Curfew","CSC","Travel Team","Windsor, UK","https://www.facebook.com/CurfewSkateCrew","","","","Junior","Europe"
"9272","Cut Throat Car Hops","","","Home Team","","http://www.calgaryrollerderby.com/carhops.html","9270","","","Womens","Canada"
"11257","Cutcakes","","","Home Team","","","11255","","2014-08-03","Womens","USA"
"64876","CutLasses","","","Home Team","","","15327","2015-01-01","","Womens","Australia"
"34652","Cyclops Bear","","","Home Team","","http://theinhumanleague.co.uk/","17613","","2014-07-06","Mens","Europe"
"8809","D-Funk Allstars","","","Home Team","","http://detroitderbygirls.com/dfunkallstars/index.html","3392","","","Womens","USA"
"46884","D-Railers","","","Home Team","","http://www.readingderbygirls.com/teams/drailer/","13396","2014-01-01","2015-11-11","Womens","USA"
"25008","D-Town Derby Crew","D-Town","DTDC","Travel Team","Littleton, CO","http://d-townderbycrew.com/","","2011-01-01","2012-01-01","Womens","USA"
"9035","Dagger Dolls","","","Home Team","","http://www.mnrollergirls.com/index.php/teams-staff/dagger-dolls/","3428","","","Womens","USA"
"32203","Dairyland Doll B-team","","","B Team","","","3425","","","Womens","USA"
"22399","Daisy Nukes","","","Home Team","","","13612","","2013-01-01","Womens","USA"
"14697","Dakota City Demolition Crew","Dakota City","DCDC","Travel Team","Dakota City, IA","http://dcdemolitioncrew.weebly.com/","","2010-08-01","","Womens","USA"
"10398","Dallas Deception","Dallas Deception","DD","Travel Team","Dallas, TX","http://www.deceptionderby.com/","","2007-08-01","2015-03-09","Mens","USA"
"3400","Dallas Derby Devils","Dallas","DDD","Travel Team","Dallas, TX","http://derbydevils.com/","","","","Womens","USA"
"34678","Dallas Inception","","","B Team","","","10398","","2015-03-09","Mens","USA"
"9924","Dam City Rollers","Dam City","DCR","Travel Team","Castlegar, BC, Canada","","","","","Womens","Canada"
"15043","Damage Inc.","","","Exhibition Team","","http://www.oilcityderbygirls.ca/roller.htm","","","","Womens","Canada"
"13477","Damage Incorporated","","","Home Team","","http://www.pottstownrollerderbyrockstars.com/damageinc.html","13369","","2014-07-14","Womens","USA"
"9891","Damaged Dolls","","","Home Team","","","9829","","2012-11-01","Womens","Canada"
"21229","Damagin' Dames","","","Home Team","","","8048","","2014-01-01","Womens","USA"
"24212","Damas de los Muertos","","","Home Team","","","24211","","","Womens","USA"
"8074","Dames of Destruction","","","Home Team","","","8073","","2013-01-01","Womens","USA"
"25125","Dames of Hazard","","","Home Team","","","25124","","","Womens","Australia"
"23682","Damsels of Distress","","","Home Team","","","3445","","2009-12-31","Womens","USA"
"8631","Danger Dolls","","","Home Team","","","3401","","","Womens","USA"
"27700","Danger Dolls","","","Home Team","","","25878","2013-01-01","2014-03-16","Womens","USA"
"41719","DaRANGED Rollergirls","DaRANGED","DRRG","Travel Team","Ely, MN","http://darangedrollergirls.com/","","2013-04-01","","Womens","USA"
"27386","Dare Valley Vixens","Dare Valley","DVV","Travel Team","Rhondda, Wales","http://www.facebook.com/pages/Dare-Valley-Vixens/569296953099426","","","","Womens","Europe"
"63047","Dark Horse Roller Derby","Dark Horse","DHRD","Travel Team","Sweetwater, TX","http://www.darkhorserollerderby.com/home.html","","2013-01-01","","Womens","USA"
"25244","Dark Horses","","","Exhibition Team","","","24520","","2016-02-25","Womens","Australia"
"14613","Dark River Derby Coalition","Dark River","DRDC","Travel Team","Quincy, IL","http://www.darkriverderby.com/","","","","Womens","USA"
"76874","Dark Side Roller Girls","Dark Side","DSRG","Travel Team","San Jose, Costa Rica","","","2014-10-01","","Womens",""
"8634","Darkside Derby","Darkside Derby","DD","Travel Team","Faxon, OK","http://www.darksidederby.com/","","2011-01-01","2013-01-01","Womens","USA"
"21219","Darlings","","","B Team","","","13957","","","Womens","USA"
"39020","Darlings of Destruction Junior Roller Derby League","Darlings of Destruction Junior","DODJ","Travel Team","Rochester Hills, MI","http://www.dodleague.com/","","2010-01-01","","Junior","USA"
"24532","Darwin Rollergirls","Darwin","DRG","Travel Team","Darwin, NT, Australia","http://www.darwinrollergirls.com.au/","","","","Womens","Australia"
"25139","Darwin/Malice Springs Terrortarians","","","Exhibition Team","","","","","","Womens","Australia"
"9880","Daughters of Anarchy (CAN)","","","Home Team","","","9823","","2014-01-01","Womens","Canada"
"17819","Daughters of Anarchy (UK)","","","Home Team","","http://www.facebook.com/daughtersofanarchy","7739","","2015-03-01","Womens","Europe"
"41844","Daville Roller Derby","DaVille Vixens","DRD","Travel Team","Fayetteville, NC","","","","2015-11-12","Womens","USA"
"37872","Daville Villains Men's Derby","Daville","DVMD","Travel Team","Fayetteville, NC","http://www.davillevillains.com/","","2013-01-01","2015-05-14","Mens","USA"
"9502","DC DemonCats","","","Home Team","","http://dcrollergirls.com/dc-demoncats/","3444","","","Womens","USA"
"3444","DC Rollergirls","DC","DC","Travel Team","Washington, DC","http://www.dcrollergirls.com","","","","Womens","USA"
"28365","De Kevins","Kevins","DK","Travel Team","Gent, Belgium","http://www.facebook.com/pages/De-Kevins/488008474574474","","","2015-11-12","Mens","Europe"
"58514","De Ronnys","","","Exhibition Team","","","","","","Mens","Europe"
"18766","Dead End Derby","Dead End","DED","Travel Team","Christchurch, New Zealand","http://deadendderby.com/","","","","Womens","New Zealand"
"32634","Dead Girl Derby","Dead Girl Derby","DGD","Travel Team","Kansas City, MO","http://www.deadgirlderby.com/","","2009-09-01","2014-05-25","Womens","USA"
"8062","Dead Ringer Rosies","","","Home Team","","http://www.vrdl.org/public/dead-ringer-rosies","6741","","","Womens","Australia"
"12440","Dead Ringers","","","Home Team","","http://www.halifaxrollerderby.ca/hrda_website_076.htm","9813","","","Womens","Canada"
"20227","Dead Ringers","","","B Team","","","8048","2011-01-01","","Womens","USA"
"48273","Dead River Derby","Dead River","DEAD","Travel Team","Marquette, MI","http://deadriverderby.org/","","2012-05-01","","Womens","USA"
"22804","Dead Wreckoning","","","Home Team","","","8125","","2014-10-19","Womens","New Zealand"
"26106","Deadly Darlings Düsseldorf","Düsseldorf","DDD","Travel Team","Düsseldorf, Germany","http://www.facebook.com/deadlydarlingsduesseldorf","","","","Womens","Europe"
"25959","Deadly Divas Roller Derby","Deadly Divas","DDRD","Travel Team","Glasgow, UK","http://deadlydivasrollerderby.webs.com/","","","","Womens","Europe"
"12243","Deadly Kennedy's","","","Home Team","","http://acderby.com/cms/content/view/17/32/","3424","","2014-07-27","Womens","USA"
"25625","Deadly Nightslays","","","Home Team","","","25113","","","Womens","Australia"
"15181","Deadly Rival Roller Derby","Deadly Rival","DRRD","Travel Team","Pinellas Park, FL","http://www.deadlyrivalrollerderby.com/","","2011-01-01","2015-11-12","Womens","USA"
"32645","Deadly Sirens","","","Home Team","","","32634","","","Womens","USA"
"23621","Death Dealers","","","Home Team","","","3442","","2011-01-01","Womens","USA"
"11698","Death Drops","","","B Team","","","8094","","2014-03-30","Womens","USA"
"19975","Death Leopards","","","Home Team","","http://www.sheffieldsteelrollergirls.com/death-leopards.html","7952","","2014-10-19","Womens","Europe"
"9517","Death Rattle Rollers","","","Home Team","","http://www.slaughtercountyrollervixens.com/DRR.html","3451","","2012-09-25","Womens","USA"
"9871","Death Row Dames","","","Home Team","","","3460","","2012-01-01","Womens","Canada"
"9432","Death Row Rumblers","","","Home Team","","http://derbydevils.com/index.php?option=com_content&view=article&id=48&Itemid=56","3400","","","Womens","USA"
"15188","Death Stars","","","Home Team","","","7929","2011-03-01","2015-12-09","Womens","Europe"
"55069","Death Toll Dolls","","","Home Team","","","29055","","2014-03-23","Womens","USA"
"8656","Death Track Dolls","","","Home Team","","http://www.torontorollerderby.com/deathtrackdolls.php","4739","","","Womens","Canada"
"45991","Deathrow Derby Dames","Deathrow","DRDD","Travel Team","Jackson, MI","https://www.facebook.com/pages/Deathrow-Derby-Dames/225152460976400?id=225152460976400&sk=info","","2013-09-11","2015-11-12","Womens","USA"
"9610","Deathrow Dolls","","","Home Team","","http://www.focogirlsgonederby.com/Deathrow.html","3466","","2011-12-31","Womens","USA"
"34766","Deathrow Hull","Deathrow","DHRD","Travel Team","Hull, UK","https://www.facebook.com/DeathrowHull","","","","Womens","Europe"
"4660","Debutante Brawlers","","","Home Team","","http://www.carolinarollergirls.com/teams-staff/debutante-brawlers/","3414","2004-11-22","2013-09-08","Womens","USA"
"44580","Deceptiquads","","","Home Team","","http://crashtestbrummies.co.uk/","17631","","2015-01-01","Mens","Europe"
"9079","Deep South Derby","Deep South","DSD","Exhibition Team","Mobile, AL","http://www.deepsouthderby.com/","","2011-01-01","","Womens","USA"
"7985","Deep Valley Belligerents","Deep Valley","DVB","Travel Team","Ukiah, CA","http://www.deepvalleybelligerents.net/","","2011-01-01","2015-04-01","Mens","USA"
"21259","Defiants","","","Home Team","","","16743","","2015-01-19","Womens","Australia"
"8600","Delavan Dolls of Derby","Delavan","DDoD","Travel Team","Delavan, WI","http://www.delavandollsofderby.com/","","2010-01-01","2013-01-01","Womens","USA"
"9904","Deliquent Dolls","","","Exhibition Team","","","","","","Womens","Canada"
"9330","Delta Delta Di","","","Home Team","","http://www.northstarrollergirls.com/delta_delta_di.html","3454","","","Womens","USA"
"53717","Delta Dolls","","","B Team","","","21119","","","Womens","USA"
"24375","Delta Sirens","","","B Team","","","8917","","2012-01-01","Womens","USA"
"78679","Demented Danas","","","Home Team","","","62791","2016-04-01","","Womens","USA"
"51790","Demolitia Derby Queens","Demolitia","DDQ","Travel Team","LaPeer, MI","http://www.facebook.com/DemoDerbyQueens","","2013-01-01","","Womens","USA"
"3625","Demolition City Roller Derby","Demolition","DCRD","Travel Team","Evansville, IN","http://www.demolitioncityrollerderby.com/","","","","Womens","USA"
"64265","Demolition Dames","","","Home Team","","","7825","","","Womens","USA"
"36667","Demolition Dolls Roller Derby","Cookeville","DDRD","Travel Team","Cookeville, TN","http://cookevillerollerderby.weebly.com/","","2012-01-01","","Womens","USA"
"12461","Denali Destroyers","Destroyer Dolls","DD","Travel Team","Wasilla, AK","http://denalidestroyers.org/","","2010-01-01","","Womens","USA"
"9428","Denim Demons","","","Home Team","","http://www.atlantarollergirls.com/site_admin/arg-teams/denim-demons","3418","2005-01-01","","Womens","USA"
"3431","Denver Roller Derby","Denver","DRD","Travel Team","Denver, CO","http://www.denverrollerdolls.org/","","","","Womens","USA"
"55770","Denver Roller Derby (Men's)","Ground Control","DRD","Travel Team","Denver, CO","http://denverrollerdolls.org/skaters-staff/teams/ground-control/","","2014-07-01","","Mens","USA"
"46934","Denver Roller Dolls Junior Derby","Glitterdome Gladiators","DRDJ","Travel Team","Denver, CO","http://denverrollerdolls.org/skate-with-us/junior-derby/","","","2015-04-01","Junior","USA"
"51759","Denver Roller Dolls Junior Derby B Team","","","B Team","","","46934","","2014-07-20","Junior","USA"
"55425","Deportivo Morón Roller Derby","Deportivo Morón","DMRD","Travel Team","Morón, Buenos Aires, Argentina","https://www.facebook.com/DeportivoMoronRD/info","","2014-01-13","","Womens",""
"9494","Derailers","","","Home Team","","","5920","","2008-12-31","Womens","USA"
"59141","Derailers","","","B Team","","","31990","","","Womens","USA"
"64213","Derailing Darlings","","","Home Team","","","59121","","","Womens","USA"
"12229","Derby Bliss Brigade","","","Home Team","","http://www.elpasorollerderby.com/DerbyBlissBrigade.html","8138","","2013-08-18","Womens","USA"
"45215","Derby City Junior Derby","Lil' Sluggers","DCJR","Travel Team","Louisville, KY","http://derbycityrollergirls.com/junior-roller-derby/","","","2015-06-09","Junior","USA"
"3471","Derby City Roller Girls","Derby City","DCRG","Travel Team","Louisville, KY","http://www.derbycityrollergirls.com/","","","","Womens","USA"
"70716","Derby Club le Cres Lattes Montpellier","Derby Club le Cres Lattes","DCCLM","Travel Team","Montpellier, France","http://dcclm-roller-derby.fr/","","2015-08-01","","Womens","Europe"
"44352","Derby Darlings","","","B Team","","","9078","","2015-11-11","Womens","USA"
"8116","Derby Debutantes","","","Home Team","","","8115","","","Womens","Canada"
"59622","Derby Demolition","Derby Demolition","DDFW","Travel Team","Dallas/Ft. Worth, TX","http://www.derbydemolition.com/","","2015-01-01","","Womens","USA"
"7968","Derby Intelligence Agency","","","Home Team","","http://dukecityderby.com/?page_id=9","3406","","2012-01-01","Womens","USA"
"7830","Derby Liberation Front","","","Home Team","","http://ratcityrollergirls.com/teams/derby-liberation-front/","3403","","","Womens","USA"
"3644","Derby Revolution of Bakersfield","Bakersfield","DRB","Travel Team","Bakersfield, CA","http://myderbyrevolution.com","","","","Womens","USA"
"47396","Derby Revolution of Bakersfield Junior Derby","DRB Jr.","DRBJ","Travel Team","Bakersfield, CA","","","","2014-09-22","Junior","USA"
"26183","Derby Roller Provence Méditerranée","Provence Méditerranée","DRPM","Travel Team","Toulon, France","http://www.rpm-club.fr/","","","","Womens","Europe"
"39968","Des Moines Derby Brats","Des Moines Derby Brats","DMDB","Travel Team","Des Moines, IA","https://www.facebook.com/pages/DES-Moines-Derby-Brats/158936677458597?id=158936677458597&sk=info","","2010-10-06","","Junior","USA"
"47389","Des Moines Derby Brats B Team","","","B Team","","","39968","","2014-06-30","Junior","USA"
"5914","Des Moines Derby Dames","Des Moines","D3","Travel Team","Des Moines, IA","http://www.dmderbydames.com/","","","2015-12-09","Womens","USA"
"87437","Desalmadas Roller Derby","Desalmadas","DRD","Travel Team","Avellaneda, Buenos Aires, Argentina","https://www.facebook.com/desalmadasrollerderby/","","","","Womens",""
"9723","Desert Dolls Roller Derby","Desert Dolls","DDRD","Travel Team","Phoenix, AZ","http://www.desertdollsrollerderby.com/","","","","Womens","USA"
"56182","Deserticons Roller Derby","Deserticons","JRD (M)","Travel Team","Ciudad Juárez, Chihuahua, Mexico","https://www.facebook.com/deserticonsrd/","","2012-05-30","","Mens",""
"56119","Deskarriadas Roller Derby","Deskarriadas","DRD","Travel Team","Osorno, Los Lagos, Chile","https://www.facebook.com/deskarriadas.rollerderby/about","","","","Womens",""
"8484","Destruction Dames","","","B Team","","","3625","","","Womens","USA"
"22261","Destruction Workers","","","Home Team","","","10399","","2012-01-01","Mens","USA"
"56327","Destruction Zone","","","Home Team","","","56292","","2016-02-01","Womens","USA"
"3392","Detroit Derby Girls","Detroit","DETDG","Travel Team","Detroit, MI","http://www.detroitderbygirls.com/","","","","Womens","USA"
"20894","Detroit Men's Roller Derby","Detroit Riot","DETR","Travel Team","Detroit, MI","","","","","Mens","USA"
"8815","Detroit Pistoffs","","","Home Team","","http://detroitderbygirls.com/detroitpistoffs/index.html","3392","","","Womens","USA"
"24164","Deviants","","","Home Team","","http://www.sjderbygirls.com/#!Derby Deviants/c17ej","24158","","","Womens","USA"
"16732","Devil Dog Derby Dames","Devil Dog Derby","DDDD","Travel Team","Okinawa, Japan","http://www.devildogderbydames.com/","","","","Womens","Pacific"
"76768","Devil Dog Derby Dames Home Team","","","B Team","","","16732","2016-03-01","","Womens","Pacific"
