id,name,type,location,startDate,endDate,website,hostingTeams
"49304","Skate of the ANZAC","Invitational","Canberra, ACT, Australia","2014-04-25","2014-04-27","https://www.facebook.com/events/1438275976415211/","15669"
"62302","Skate to Thrill 2015","Invitational","St. Peters, MO","2015-04-11","2015-04-12","https://sites.google.com/site/skatetothrill2015/","8124"
"74304","Skate to Thrill 2016","Invitational","St. Peters, MO","2016-04-09","2016-04-10","","8124"
"48093","Skate to Thrill Invitational","Invitational","Wright City, MO","2014-04-12","2014-04-13","https://www.facebook.com/events/802018499827281/","8124"
"34454","Skate-Turion","Invitational","Canberra, ACT, Australia","2013-06-08","2013-06-09","http://www.canberrarollerderbyleague.com/skate-turion","15669"
"17772","Skates of Glory","Seeded Bracket","Antwerp, Belgium","2012-11-10","2012-11-11","http://skatesofglory.com","11037"
"28404","Skates of Glory II","Invitational","Beveren, Belgium","2013-11-09","2013-11-10","http://skatesofglory.com/","11037"
"20236","Slay of Fundy","Invitational","Saint John, New Brunswick, Canada","2012-09-22","2012-09-23","http://fogcityrollers.com/slayoffundy/","9841"
"33111","Slay of Fundy 2013","Championship","Saint John, NB","2013-06-08","2013-06-09","http://rollerderbycanada.ca/?page_id=759","9841"
"56824","Slay of Fundy 2014","Invitational","St. John, NB, Canada","2014-09-27","2014-09-28","https://www.facebook.com/events/265815866956802/permalink/306681246203597/","9841"
"49626","SM Kval 2014 Roller Derby","Invitational","","","","",""
"46650","SoCal","Invitational","","2013-09-22","2013-09-22","","8131"
"83227","Solstice Slammer 2016","Invitational","High level, Alberta, Canada","0016-06-25","0016-06-25","http://heyevent.com/event/i72l24utdyebca/solstice-slammer-2016","65025"
"83804","South America Meets I-70 Showdown","Invitational","Kansas City, KS","2016-08-06","2016-08-07","https://www.facebook.com/events/1727017197563823/","3407"
"16423","Southern Brawl","Invitational","","2008-10-25","2008-10-25","",""
"44429","Southern Discomfort","Invitational","Columbia, South Carolina","2014-04-26","2014-04-27","https://www.facebook.com/events/1392810660957696","7696"
"81519","Southern Discomfort 2017","Invitational","Columbia, South Carolina","2017-04-07","2017-04-09","","7696"
"3491","Southern Fried Smackdown","South Central Regional","Atlanta, GA","2009-09-25","2009-09-27","",""
"55535","Southwest Sausagefest","Invitational","Phoenix, AZ","2014-08-16","2014-08-17","","14705"
"10010","Spring Cleanup 2012","Invitational","Sarnia, Ontario","2012-03-03","2012-03-03","http://bordercitybrawlers.com/2012/02/roller-derby-spring-clean-up/","10009"
"61090","Spring Slam Tournament","Invitational","Sacramento, CA","2015-03-07","2015-03-08","http://sacredcityderbygirls.com/bouts/spring-slam-tournament/","3434"
"10153","Star of Texas Bowl","Invitational","Austin, TX","2012-07-21","2012-07-22","http://www.texasrollergirls.org/bouts/star-of-texas-bowl/","3408"
"63849","Statewide Stampede Tournament 2015","Invitational","Victoria, Australia","2015-03-29","2015-11-22","https://www.facebook.com/StatewideStampede2015/info?tab=page_info",""
"75669","Statewide Stampede Tournament 2016","Invitational","Victoria, Australia","2016-03-12","2016-03-12","https://www.facebook.com/StatewideStampede2015/",""
"85678","Sting of the Hill","Seeded Bracket","Atlanta, GA","2016-10-07","2016-10-09","http://www.atlantarollergirls.com/sting-of-the-hill/","3418"
"6541","Sugarbush Showdown","Eastern Regional","Essex Junction, VT","2012-09-28","2012-09-30","http://wftda.com/tournaments/2012/east","3643,3461"
"83266","Summer Games #2","Invitational","Paris, France","2016-07-02","2016-07-03","https://www.facebook.com/events/216604125387050/",""
"66195","Summer Slam 2015","Invitational","Richmond, British Columbia, Canada","0015-06-13","0015-06-14","","4290"
"81769","Summer Slam 2016: Revenge of the Hits","Invitational","Vancouver, BC, Canada","0016-06-11","0016-06-12","https://www.facebook.com/events/1093906767322734/","4290"
"37489","Summer Slams: Lord of the Rinks","Invitational","Vancouver, BC, Canada","2013-08-24","2013-08-25","http://www.terminalcityrollergirls.com/summerslam","4290"
"9100","Sunshine Skate 2007","Invitational","Tampa Bay, FL","2007-06-16","2007-06-16","","3440"
"17112","Sunshine Skate 2009","Seeded Bracket","Tampa, Florida","2009-02-15","2009-02-16","","3440"
"43950","Super Brawl of Roller Derby","Invitational","Nantes, France","2014-02-15","2014-02-15","https://www.facebook.com/events/1392673980989552/?fref=ts","11046"
"71498","Sur5al 2015 Mini Tournament","Seeded Bracket","Blackpool, UK","2015-11-10","2015-11-10","","25716"
"40555","SW:UK 2012/13","Invitational","South-West, UK","2012-10-01","2013-04-30","https://www.facebook.com/swukRollerDerby",""
"49334","SW:UK 2014","Invitational","South-West, UK","","","",""
"61393","SW:UK 2015","Invitational","South-West, UK","2015-01-01","2015-12-31","",""
"76260","SW:UK 2016","Invitational","United Kingdom","2016-03-01","2016-12-31","",""
"86909","Tercer Torneo LatinoAmericano Roller Derby 2016","Seeded Bracket","Santiago, Chile","2016-10-29","2016-10-31","http://www.rollerderby.cl/rollerderbylatino2016/","36754"
"56104","Tercer Torneo Roller Derby","Invitational","Bogotá, Colombia","2014-08-08","2014-08-10","https://www.youtube.com/channel/UCxMEdElMizMqPsEUvzMSj6g/feed",""
"58002","Testosterdome","Invitational","Salt Lake City, UT","2014-11-08","2014-11-09","","7853"
"45479","Texas Roll'em Men's Roller Derby Tournament","Invitational","Denton, TX","2014-01-25","2014-01-26","https://www.facebook.com/events/450934321686585/","27943"
"3479","Texas Shootout 2007","Championship","Austin, TX","2007-09-29","2007-09-30","",""
"28463","The Battle of Britain","Invitational","Stirling, UK","2013-11-16","2013-11-16","https://www.facebook.com/events/307235179377214",""
"5248","THE BIG O","Invitational","Eugene, OR","2012-02-10","2012-02-12","http://www.thebigotournament.com/","3465"
"3476","The Big One 2008","Invitational","Davis, CA","2008-04-05","2008-04-06","http://web.archive.org/web/20080407031532/http://thebigoneca.com/events/",""
"23497","The Big One 2009","Invitational","Los Angeles, CA","2009-05-16","2009-05-17","https://thebigonetournament.eventbrite.com/","3420"
"18859","The Big One 2010","Invitational","Paso Robles, CA","2010-06-05","2010-06-06","","3463"
"58715","The Bont Invitational","Invitational","Newcastle, New South Wales, Australia","2015-01-09","2015-01-11","https://www.facebook.com/thebontinvitational","15335,7583"
"37034","The Bruise-ual Suspect","Invitational","Moose Jaw","2013-08-10","2013-08-11","","9820"
"34118","The Brummies Nitemare Before Xmas","Invitational","Birmingham, UK","2013-11-24","2013-11-24","https://www.facebook.com/events/539455392794017","17631"
"71447","The European Smackdown","Invitational","Malmö, Sweden","2016-03-05","2016-03-06","http://www.crimecityrollers.com/","7771"
"58459","The Fantastic Four","Invitational","Airlie Beach, QLD, Australia","0014-04-26","0014-04-26","","45296"
"16522","The Fresh and the Furious: GTA Drift","Invitational","Toronto, ON, Canada","2012-07-14","2012-07-14","http://www.gtarollergirls.com/","8115"
"4822","The Golden Bowl","Invitational","Oakland, CA","2011-08-12","2011-08-14","http://www.bayareaderbygirls.com/aug-12-14-the-golden-bowl-3-day-roller-derby-tournament",""
"82667","The Great Salt Skate","Invitational","Salt Lake City, UT","2016-06-25","2016-06-26","","3634"
"18892","The Great Southern Slam 2010","Invitational","","2010-06-12","2010-06-13","",""
"14247","The Great Southern Slam 2012","Invitational","Adelaide, Australia","2012-06-09","2012-06-11","http://greatsouthernslam.com.au/","14248"
"50567","The Great Southern Slam 2014","Invitational","Adelaide, SA, Australia","2014-06-07","2014-06-09","http://greatsouthernslam.com.au/","14248"
"74187","The Great Southern Slam 2016","Invitational","Adelaide, South Australia, Australia","2016-06-11","2016-06-13","http://greatsouthernslam.com.au/","14248"
"86815","The Legendary KickAss-Cup 2016","Invitational","Hamburg, Germany","2016-10-22","2016-10-23","http://harborgirls.de/kickasscup/","11059"
"60399","The Sooner Skate","Invitational","Oklahoma City, OK","2015-03-07","2015-03-08","http://www.facebook.com/events/414048305430170/","3450"
"67368","The Summer Games","Invitational","Paris, France","2015-07-04","2015-07-05","https://www.facebook.com/events/868447983213524/","18089,11051"
"16187","The Virgin Suicides Brawl","Invitational","Toronto, ON, Canada","2008-07-19","2008-07-19","https://www.facebook.com/events/31948016632/","8115"
"47817","Thin Air Throw Down","Invitational","Denver, CO","2014-05-09","2014-05-11","http://www.thinairthrowdown.org/","3431,3405"
"84899","Third District Tournament 2016","Invitational","Bogotá, Distrito Capital, Colombia","2016-02-14","2016-07-31","https://www.facebook.com/TorneoDistritalRollerDerby/","36759"
"6539","Thrill of the Spill","North Central Regional","Niagra Falls, NY","2012-09-14","2012-09-16","http://wftda.com/tournaments/2012/north-central","3641"
"10430","Throwdown in the Sound","Invitational","Everett, WA","2012-06-09","2012-06-09","http://www.throwdowninthesound.com/","7849"
"3657","Thunda on the Tundra","North Central Regional","Green Bay, WI","2010-09-10","2010-09-12","",""
"30029","Tinseltown Showdown","Invitational","Los Angeles, CA","2013-04-05","2013-04-07","","3420"
"64046","Torneo HARD","Seeded Bracket","Capital Federal, Buenos Aires","2015-05-24","2015-05-25","","56193"
"87440","Torneo SUCIA","Seeded Bracket","Temperley, Buenos Aires, Argentina","2016-06-18","2016-06-21","https://www.facebook.com/events/1706239036329619/","25317"
"15682","Track Queens - Battle Royal","Seeded Bracket","Berlin, Germany","2012-11-16","2012-11-18","http://trackqueensbattleroyal.com/","7734"
"64272","Track Wizard Tournament","Invitational","Saint-Gratien","2015-05-02","2015-05-02","",""
"18779","Triple Beheader","Invitational","Nelson, New Zealand","2012-05-26","2012-05-26","","18774"
"65952","Trout Town Invitational","Invitational","Kalkaska, MI","2015-06-13","2015-06-13","","25490"
"64071","Twin State Derby MAYhem","Invitational","","2015-05-02","2015-05-02","",""
"66710","Uff da Palooza","Invitational","Wausau, WI","2015-06-18","2015-06-19","https://www.facebook.com/events/1476051849335515/","12502"
"69088","United Roller Derby Playoffs","Invitational","Mordialloc, Victoria, Australia","2015-09-27","2015-09-27","","57387"
"49684","United We Roll","Invitational","Alaska","2014-05-03","2014-05-03","https://www.facebook.com/events/274898705980248/?ref=5",""
"3660","Uproar on the Lakeshore","Championship","Chicago, IL","2010-11-05","2010-11-07","http://www.uproaronthelakeshore.com/",""
"71649","Victorian Roller Derby League Invitational Tournament","Invitational","Melbourne, Australia","2015-11-21","2015-11-22","http://www.vrdl.org/archives/2699","6741"
"48909","Violentango 3","Invitational","Buenos Aires, Argentina","2014-04-17","2014-04-20","http://torneoviolentango.com.ar/","25016"
"78428","West Coast Cup 2016","Invitational","Finland","2016-03-19","2016-05-21","",""
"34407","West Coast Dust Up 2013","Invitational","","2013-07-13","2013-07-14","https://www.facebook.com/events/399432733511059/","9875"
"55318","West Coast Dust Up 2014","Invitational","Surrey, British Columbia","2014-08-16","2014-08-17","https://www.facebook.com/events/489604241144300/","9875"
"27843","West Track Story","Invitational","Nantes, France","2013-03-09","2013-03-09","http://www.facebook.com/events/244569559007152/?ref=22","11046"
"74305","West Track Story 2016","Invitational","Nantes, France","2016-04-23","2016-04-24","","11046"
"48328","West Track Story II","Invitational","Nantes, France","2014-04-05","2014-04-05","https://www.facebook.com/events/161255414084988/","11046"
"60735","West Track Story III","Invitational","Nantes, France","2015-03-07","2015-03-08","https://www.facebook.com/events/1539357842984621","11046"
"66558","West Virginia State Tournament","Invitational","Lewisburg, WV","2015-06-20","2015-06-21","","25199"
"79214","Westcoast Showdown","Invitational","Chilliwack, British Columbia, Canada","2016-04-30","2016-05-01","https://www.facebook.com/events/1706760722942941/","49568"
"45964","WFTDA European Tournament","Invitational","Malmo, Sweden","2014-11-14","2014-11-16","http://www.2014wet.se/","7771"
"3489","Wicked Wheels of the East","Eastern Regional","Raleigh, NC","2009-09-11","2009-09-13","",""
"3496","Wild West Showdown 2010","Invitational","Bremerton, WA","2010-02-26","2010-02-28","",""
"3662","Wild West Showdown 2011","Invitational","Bremerton, WA","2011-03-04","2011-03-06","",""
"6420","Wild West Showdown 2012","Invitational","Bremerton, WA","2012-03-02","2012-03-04","http://www.slaughtercountyrollervixens.com/WWS2012.html","3451"
"23159","Wild West Showdown 2013","Invitational","Bremerton, WA","2013-03-01","2013-03-03","","3451"
"45674","Wild West Showdown 2014","Invitational","Bremerton, WA","2014-02-28","2014-03-02","http://www.slaughtercountyrollervixens.com/WWS/index.html","3451"
"45541","Winter Wipeout Tournament","Invitational","Neutadt, ON, Canada","2013-03-02","2013-03-02","https://www.facebook.com/events/407865549295180/","27573"
"6664","World Cup 2011","Invitational","Toronto, ON","2011-12-01","2011-12-04","http://rollerderbyworldcup.com/",""
"33509","World Cup 2014","Invitational","Dallas, TX","2014-12-04","2014-12-07","http://rollerderbyworldcup.com/",""
